Review,Confidence,Notes,Control Group Name,Control Group Code,Level,Control Code,Practices Name,Assessment Objectives Order,Assessment Objectives
FALSE,,,Media Protection,MP,L1,3.8.3,MEDIA DISPOSAL,b,Determine if system media containing FCI is sanitized before it is released for reuse.
FALSE,,,Media Protection,MP,L2,3.8.1,MEDIA PROTECTION,a,Determine if paper media containing CUI is physically controlled.
FALSE,,,Media Protection,MP,L2,3.8.1,MEDIA PROTECTION,b,Determine if digital media containing CUI is physically controlled.
FALSE,,,Media Protection,MP,L2,3.8.1,MEDIA PROTECTION,c,Determine if paper media containing CUI is securely stored.
FALSE,,,Media Protection,MP,L2,3.8.1,MEDIA PROTECTION,d,Determine if digital media containing CUI is securely stored.
FALSE,,,Media Protection,MP,L2,3.8.2,MEDIA ACCESS,a,Determine if access to CUI on system media is limited to authorized users
FALSE,,,Media Protection,MP,L2,3.8.4,MEDIA MARKINGS,a,Determine if media containing CUI is marked with applicable CUI markings.
FALSE,,,Media Protection,MP,L2,3.8.4,MEDIA MARKINGS,b,Determine if media containing CUI is marked with distribution limitations.
FALSE,,,Media Protection,MP,L2,3.8.5,MEDIA ACCOUNTABILITY,a,Determine if access to media containing CUI is controlled.
FALSE,,,Media Protection,MP,L2,3.8.5,MEDIA ACCOUNTABILITY,b,Determine if accountability for media containing CUI is maintained during transport outside of controlled areas.
FALSE,,,Media Protection,MP,L2,3.8.6,PORTABLE STORAGE ENCRYPTION,a,Determine if the confidentiality of CUI stored on digital media is protected during transport using cryptographic mechanisms or alternative physical safeguards.
FALSE,,,Media Protection,MP,L2,3.8.7,REMOVEABLE MEDIA,a,Determine if the use of removable media on system components is controlled.
FALSE,,,Media Protection,MP,L2,3.8.8,SHARED MEDIA,a,Determine if the use of portable storage devices is prohibited when such devices have no identifiable owner.
FALSE,,,Media Protection,MP,L2,3.8.9,PROTECT BACKUPS,a,Determine if the confidentiality of backup CUI is protected at storage locations.
FALSE,,,Personnel Security,PS,L2,3.9.1,SCREEN INDIVIDUALS,a,Determine if individuals are screened prior to authorizing access to organizational systems containing CUI
FALSE,,,Personnel Security,PS,L2,3.9.2,PERSONNEL ACTIONS,a,Determine if a policy and/or process for terminating system access and any credentials coincident with personnel actions is established.
FALSE,,,Personnel Security,PS,L2,3.9.2,PERSONNEL ACTIONS,b,Determine if system access and credentials are terminated consistent with personnel actions such as termination or transfer.
FALSE,,,Personnel Security,PS,L2,3.9.2,PERSONNEL ACTIONS,c,Determine if the system is protected during and after personnel transfer actions.
FALSE,,,Physical Protection,PE,L1,3.10.,LIMIT PHYSICAL ACCESS,a,Determine if authorized individuals allowed physical access are identified.
FALSE,,,Physical Protection,PE,L1,3.10.,LIMIT PHYSICAL ACCESS,b,Determine if physical access to organizational systems is limited to authorized individuals.
FALSE,,,Physical Protection,PE,L1,3.10.,LIMIT PHYSICAL ACCESS,c,Determine if physical access to equipment is limited to authorized individuals.
FALSE,,,Physical Protection,PE,L1,3.10.,LIMIT PHYSICAL ACCESS,d,Determine if physical access to operating environments is limited to authorized individuals.
FALSE,,,Physical Protection,PE,L1,3.10.,ESCORT VISITORS,a,Determine if visitors are escorted.
FALSE,,,Physical Protection,PE,L1,3.10.,ESCORT VISITORS,b,Determine if visitor activity is monitored.
FALSE,,,Physical Protection,PE,L1,3.10.,PHYSICAL ACCESS LOGS,a,Determine if audit logs of physical access are maintained.
FALSE,,,Physical Protection,PE,L1,3.10.,MANAGE PHYSICAL ACCESS,a,Determine if physical access devices are identified.
FALSE,,,Physical Protection,PE,L1,3.10.,MANAGE PHYSICAL ACCESS,b,Determine if physical access devices are controlled.
FALSE,,,Physical Protection,PE,L1,3.10.,MANAGE PHYSICAL ACCESS,c,Determine if physical access devices are managed.
FALSE,,,Physical Protection,PE,L2,3.10.,MONITOR FACILITY,a,Determine if the physical facility where organizational systems reside is protected.
FALSE,,,Physical Protection,PE,L2,3.10.,MONITOR FACILITY,b,Determine if the support infrastructure for organizational systems is protected.
FALSE,,,Physical Protection,PE,L2,3.10.,MONITOR FACILITY,c,Determine if the physical facility where organizational systems reside is monitored.
FALSE,,,Physical Protection,PE,L2,3.10.,MONITOR FACILITY,d,Determine if the support infrastructure for organizational systems is monitored.
FALSE,,,Physical Protection,PE,L2,3.10.,ALTERNATIVE WORK SITES,a,Determine if safeguarding measures for CUI are defined for alternate work sites.
FALSE,,,Physical Protection,PE,L2,3.10.,ALTERNATIVE WORK SITES,b,Determine if safeguarding measures for CUI are enforced for alternate work sites.
FALSE,,,Risk Assessment,RA,L2,3.11.,RISK ASSESSMENTS,a,"Determine if the frequency to assess risk to organizational operations, organizational assets, and individuals is defined."
FALSE,,,Risk Assessment,RA,L2,3.11.,RISK ASSESSMENTS,b,"Determine if risk to organizational operations, organizational assets, and individuals resulting from the operation of an organizational system that processes, stores, or transmits CUI is assessed with the defined frequency."
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY SCAN,a,Determine if the frequency to scan for vulnerabilities in organizational systems and applications is defined.
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY SCAN,b,Determine if vulnerability scans are performed on organizational systems with the defined frequency.
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY SCAN,c,Determine if vulnerability scans are performed on applications with the defined frequency.
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY SCAN,d,Determine if vulnerability scans are performed on organizational systems when new vulnerabilities are identified.
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY SCAN,e,Determine if vulnerability scans are performed on applications when new vulnerabilities are identified.
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY REMEDIATION,a,Determine if vulnerabilities are identified.
FALSE,,,Risk Assessment,RA,L2,3.11.,VULNERABILITY REMEDIATION,b,Determine if vulnerabilities are remediated in accordance with risk assessments.
FALSE,,,Security Assessment,CA,L2,3.12.,SECURITY CONTROL ASSESSMENT,a,Determine if the frequency of security control assessments is defined.
FALSE,,,Security Assessment,CA,L2,3.12.,SECURITY CONTROL ASSESSMENT,b,Determine if security controls are assessed with the defined frequency to determine if the controls are effective in their application.
FALSE,,,Security Assessment,CA,L2,3.12.,PLAN OF ACTION,a,Determine if deficiencies and vulnerabilities to be addressed by the plan of action are identified.
FALSE,,,Security Assessment,CA,L2,3.12.,PLAN OF ACTION,b,Determine if a plan of action is developed to correct identified deficiencies and reduce or eliminate identified vulnerabilities.
FALSE,,,Security Assessment,CA,L2,3.12.,PLAN OF ACTION,c,Determine if the plan of action is implemented to correct identified deficiencies and reduce or eliminate identified vulnerabilities.
FALSE,,,Security Assessment,CA,L2,3.12.,SECURITY CONTROL MONITORING,a,Determine if security controls are monitored on an ongoing basis to ensure the continued effectiveness of those controls.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,a,Determine if a system security plan is developed.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,b,Determine if the system boundary is described and documented in the system security plan.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,c,Determine if the system environment of operation is described and documented in the system security plan.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,d,Determine if the security requirements identified and approved by the designated authority as non-applicable are identified.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,e,Determine if the method of security requirement implementation is described and documented in the system security plan.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,f,Determine if the relationship with or connection to other systems is described and documented in the system security plan.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,g,Determine if the frequency to update the system security plan is defined.
FALSE,,,Security Assessment,CA,L2,3.12.,SYSTEM SECURITY PLAN,h,Determine if system security plan is updated with the defined frequency.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,a,Determine if the external system boundary is defined.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,b,Determine if key internal system boundaries are defined.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,c,Determine if communications are monitored at the external system boundary.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,d,Determine if communications are monitored at key internal boundaries.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,e,Determine if communications are controlled at the external system boundary.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,f,Determine if communications are controlled at key internal boundaries.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,g,Determine if communications are protected at the external system boundary.
FALSE,,,System and Communications Protection,SC,L1,3.13.,BOUNDARY PROTECTION,h,Determine if communications are protected at key internal boundaries.
FALSE,,,System and Communications Protection,SC,L1,3.13.,PUBLIC-ACCESS SYSTEM SEPARATION,a,Determine if publicly accessible system components are identified.
FALSE,,,System and Communications Protection,SC,L1,3.13.,PUBLIC-ACCESS SYSTEM SEPARATION,b,Determine if subnetworks for publicly accessible system components are physically or logically separated from internal networks.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SECURITY ENGINEERING,a,Determine if architectural designs that promote effective information security are identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SECURITY ENGINEERING,b,Determine if software development techniques that promote effective information security are identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SECURITY ENGINEERING,c,Determine if systems engineering principles that promote effective information security are identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SECURITY ENGINEERING,d,Determine if identified architectural designs that promote effective information security are employed.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SECURITY ENGINEERING,e,Determine if identified software development techniques that promote effective information security are employed.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SECURITY ENGINEERING,f,Determine if identified systems engineering principles that promote effective information security are employed.
FALSE,,,System and Communications Protection,SC,L2,3.13.,ROLE SEPARATION,a,Determine if user functionality is identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,ROLE SEPARATION,b,Determine if system management functionality is identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,ROLE SEPARATION,c,Determine if user functionality is separated from system management functionality.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SHARED RESOURCE CONTROL,a,Determine if unauthorized and unintended information transfer via shared system resources is prevented.
FALSE,,,System and Communications Protection,SC,L2,3.13.,NETWORK COMMUNICATION BY EXCEPTION,a,Determine if network communications traffic is denied by default.
FALSE,,,System and Communications Protection,SC,L2,3.13.,NETWORK COMMUNICATION BY EXCEPTION,b,Determine if network communications traffic is allowed by exception.
FALSE,,,System and Communications Protection,SC,L2,3.13.,SPLIT TUNNELING,a,"Determine if remote devices are prevented from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks (i.e., split tunneling)."
FALSE,,,System and Communications Protection,SC,L2,3.13.,DATA IN TRANSIT,a,Determine if cryptographic mechanisms intended to prevent unauthorized disclosure of CUI are identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,DATA IN TRANSIT,b,Determine if alternative physical safeguards intended to prevent unauthorized disclosure of CUI are identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,DATA IN TRANSIT,c,Determine if either cryptographic mechanisms or alternative physical safeguards are implemented to prevent unauthorized disclosure of CUI during transmission.
FALSE,,,System and Communications Protection,SC,L2,3.13.,CONNECTIONS TERMINATION,a,Determine if a period of inactivity to terminate network connections associated with communications sessions is defined.
FALSE,,,System and Communications Protection,SC,L2,3.13.,CONNECTIONS TERMINATION,b,Determine if network connections associated with communications sessions are terminated at the end of the sessions.
FALSE,,,System and Communications Protection,SC,L2,3.13.,CONNECTIONS TERMINATION,c,Determine if network connections associated with communications sessions are terminated after the defined period of inactivity.
FALSE,,,System and Communications Protection,SC,L2,3.13.,KEY MANAGEMENT,a,Determine if cryptographic keys are established whenever cryptography is employed.
FALSE,,,System and Communications Protection,SC,L2,3.13.,KEY MANAGEMENT,b,Determine if cryptographic keys are managed whenever cryptography is employed.
FALSE,,,System and Communications Protection,SC,L2,3.13.,CUI ENCRYPTION,a,Determine if FIPS-validated cryptography is employed to protect the confidentiality of CUI.
FALSE,,,System and Communications Protection,SC,L2,3.13.,COLLABORATIVE DEVICE CONTROL,a,Determine if collaborative computing devices are identified.
FALSE,,,System and Communications Protection,SC,L2,3.13.,COLLABORATIVE DEVICE CONTROL,b,Determine if collaborative computing devices provide indication to users of devices in use.
FALSE,,,System and Communications Protection,SC,L2,3.13.,COLLABORATIVE DEVICE CONTROL,c,Determine if remote activation of collaborative computing devices is prohibited.
FALSE,,,System and Communications Protection,SC,L2,3.13.,MOBILE CODE,a,Determine if use of mobile code is controlled.
FALSE,,,System and Communications Protection,SC,L2,3.13.,MOBILE CODE,b,Determine if use of mobile code is monitored.
FALSE,,,System and Communications Protection,SC,L2,3.13.,VOICE OVER INTERNET PROTOCOL,a,Determine if use of Voice over Internet Protocol (VoIP) technologies is controlled.
FALSE,,,System and Communications Protection,SC,L2,3.13.,VOICE OVER INTERNET PROTOCOL,b,Determine if use of Voice over Internet Protocol (VoIP) technologies is monitored.
FALSE,,,System and Communications Protection,SC,L2,3.13.,COMMUNICATIONS AUTHENTICITY,a,Determine if the authenticity of communications sessions is protected.
FALSE,,,System and Communications Protection,SC,L2,3.13.,DATA AT REST,a,Determine if the confidentiality of CUI at rest is protected.
FALSE,,,System and Information Integrity,SI,L1,3.14.,FLAW REMEDIATION,a,Determine if the time within which to identify system flaws is specified.
FALSE,,,System and Information Integrity,SI,L1,3.14.,FLAW REMEDIATION,b,Determine if system flaws are identified within the specified time frame.
FALSE,,,System and Information Integrity,SI,L1,3.14.,FLAW REMEDIATION,c,Determine if the time within which to report system flaws is specified.
FALSE,,,System and Information Integrity,SI,L1,3.14.,FLAW REMEDIATION,d,Determine if system flaws are reported within the specified time frame.
FALSE,,,System and Information Integrity,SI,L1,3.14.,FLAW REMEDIATION,e,Determine if the time within which to correct system flaws is specified.
FALSE,,,System and Information Integrity,SI,L1,3.14.,FLAW REMEDIATION,f,Determine if system flaws are corrected within the specified time frame.
FALSE,,,System and Information Integrity,SI,L1,3.14.,MALICIOUS CODE PROTECTION,a,Determine if designated locations for malicious code protection are identified.
FALSE,,,System and Information Integrity,SI,L1,3.14.,MALICIOUS CODE PROTECTION,b,Determine if protection from malicious code at designated locations is provided.
FALSE,,,System and Information Integrity,SI,L1,3.14.,UPDATE MALICIOUS CODE PROTECTION,a,Determine if malicious code protection mechanisms are updated when new releases are available.
FALSE,,,System and Information Integrity,SI,L1,3.14.,SYSTEM & FILE SCANNING,a,Determine if the frequency for malicious code scans is defined.
FALSE,,,System and Information Integrity,SI,L1,3.14.,SYSTEM & FILE SCANNING,b,Determine if malicious code scans are performed with the defined frequency.
FALSE,,,System and Information Integrity,SI,L1,3.14.,SYSTEM & FILE SCANNING,c,"Determine if real-time malicious code scans of files from external sources as files are downloaded, opened, or executed are performed."
FALSE,,,System and Information Integrity,SI,L2,3.14.,SECURITY ALERTS & ADVISORIES,a,Determine if response actions to system security alerts and advisories are identified.
FALSE,,,System and Information Integrity,SI,L2,3.14.,SECURITY ALERTS & ADVISORIES,b,Determine if system security alerts and advisories are monitored.
FALSE,,,System and Information Integrity,SI,L2,3.14.,SECURITY ALERTS & ADVISORIES,c,Determine if actions in response to system security alerts and advisories are taken.
FALSE,,,System and Information Integrity,SI,L2,3.14.,MONITOR COMMUNICATIONS FOR ATTACKS,a,Determine if the system is monitored to detect attacks and indicators of potential attacks.
FALSE,,,System and Information Integrity,SI,L2,3.14.,MONITOR COMMUNICATIONS FOR ATTACKS,b,Determine if inbound communications traffic is monitored to detect attacks and indicators of potential attacks.
FALSE,,,System and Information Integrity,SI,L2,3.14.,MONITOR COMMUNICATIONS FOR ATTACKS,c,Determine if outbound communications traffic is monitored to detect attacks and indicators of potential attacks.
FALSE,,,System and Information Integrity,SI,L2,3.14.,IDENTIFY UNAUTHORIZED USE,a,Determine if authorized use of the system is defined.
FALSE,,,System and Information Integrity,SI,L2,3.14.,IDENTIFY UNAUTHORIZED USE,b,Determine if unauthorized use of the system is identified.
